0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
218,216,204
216,214,202
0,0,0
0,0,0
0,0,0
23,21,24
23,21,24
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
215,216,211
217,213,202
205,201,189
22,15,23
33,26,33
215,211,200
23,21,24
23,21,24
23,21,24
0,0,0
0,0,0
0,0,0
0,0,0
33,28,32
23,17,17
29,23,25
216,214,202
187,175,159
54,48,52
164,153,146
216,214,202
32,25,32
22,17,21
218,213,207
221,216,210
33,27,31
54,44,53
54,44,53
54,44,53
0,0,0
0,0,0
0,0,0
214,214,203
155,143,129
215,211,200
216,214,202
157,146,140
32,25,32
216,212,201
33,27,31
33,27,31
33,27,31
33,27,31
32,26,30
54,44,53
0,0,0
0,0,0
219,216,207
216,214,202
51,44,51
52,45,52
31,24,31
32,25,32
32,25,32
232,225,215
216,214,201
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
0,0,0
214,217,208
221,214,204
216,214,202
216,214,202
51,44,51
32,25,32
32,25,32
32,25,32
155,138,128
186,172,159
188,174,161
33,27,31
33,27,31
227,226,212
33,27,31
17,41,28
145,101,100
17,41,28
189,122,109
216,214,202
187,176,156
160,141,127
162,143,129
162,143,129
162,143,129
186,172,159
186,172,159
24,18,22
33,27,31
216,214,201
33,27,31
18,16,17
23,24,28
29,22,29
61,50,56
120,107,98
120,103,95
157,139,127
127,113,102
0,0,0
