0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
33,27,31
33,27,31
215,211,200
215,211,200
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
54,48,52
35,28,35
35,28,35
0,0,0
0,0,0
33,27,31
33,27,31
33,27,31
33,27,31
52,45,52
52,45,52
52,45,52
52,45,52
52,45,52
52,45,52
52,45,52
228,225,211
217,213,201
35,28,35
35,28,35
0,0,0
33,27,31
215,211,200
203,199,189
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
217,213,201
217,213,201
188,175,158
34,28,30
34,28,30
215,211,200
215,211,200
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
217,213,201
217,213,201
186,172,155
188,175,158
161,143,129
23,17,19
23,17,19
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
175,171,163
217,213,201
217,213,201
217,213,201
