0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
54,44,53
54,44,53
54,44,53
54,44,53
43,35,41
33,27,31
215,211,200
215,211,200
215,211,200
215,211,200
29,23,28
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
54,44,53
54,44,53
33,27,31
33,27,31
33,27,31
33,27,31
225,221,209
215,211,200
215,211,200
215,211,200
215,211,200
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
215,211,200
215,211,200
33,27,31
33,27,31
33,27,31
215,211,200
215,211,200
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
215,211,200
33,27,31
22,17,21
22,17,21
22,17,21
33,27,31
33,27,31
33,27,31
33,27,31
33,27,31
